Contrast2,homogeneity2,energy2 ,correlation2 ,contrast3 ,homogeneity3 ,energy3 ,correlation3 ,z1_ent ,z1_mean ,z1_median ,z1_stand_dev ,bases_cnt.A ,bases_cnt.C ,bases_cnt.G ,bases_cnt.T,CAG_count,Class_label
0,1,1,NaN,0,1,1,NaN,0,71.74649354,67,7.392563155,4069,4103,4077,4078,10,1
0,1,1,NaN,0,1,1,NaN,0,71.74718355,67,7.393062533,5069,5103,5077,5078,10,1
0,1,1,NaN,0,1,1,NaN,0,71.67125172,67,7.337442108,169,203,177,178,10,1
0,1,1,NaN,0,1,1,NaN,0,71.69920142,67,7.358072697,269,303,277,278,10,1
0,1,1,NaN,0,1,1,NaN,0,71.71250819,67,7.367830215,369,403,377,378,10,1
0,1,1,NaN,0,1,1,NaN,0,71.72029061,67,7.37351765,469,503,477,478,10,1
0,1,1,NaN,0,1,1,NaN,0,71.72539751,67,7.377242114,569,603,577,578,10,1
0,1,1,NaN,0,1,1,NaN,0,71.72900623,67,7.379870294,669,703,677,678,10,1
0,1,1,NaN,0,1,1,NaN,0,71.74581326,71,7.359115209,1082,1071,1127,1079,12,1
0,1,1,NaN,0,1,1,NaN,0,71.74781672,71,7.376359002,2082,2071,2127,2079,12,1
0,1,1,NaN,0,1,1,NaN,0,71.74852334,71,7.382430222,3082,3071,3127,3079,12,1
0,1,1,NaN,0,1,1,NaN,0,71.74888441,71,7.385530314,4082,4071,4127,4079,12,1
0,1,1,NaN,0,1,1,NaN,0,71.74910359,71,7.387411533,5082,5071,5127,5079,12,1
0,1,1,NaN,0,1,1,NaN,0,71.7259552,71,7.185719373,182,171,227,179,12,1
0,1,1,NaN,0,1,1,NaN,0,71.73425367,71,7.258736034,282,271,327,279,12,1
0,1,1,NaN,0,1,1,NaN,0,71.73829378,71,7.293992458,382,371,427,379,12,1
0,1,1,NaN,0,1,1,NaN,0,71.74068402,71,7.314762784,482,471,527,479,12,1
0,1,1,NaN,0,1,1,NaN,0,71.74226367,71,7.328453625,582,571,627,579,12,1
0,1,1,NaN,0,1,1,NaN,0,71.75,69,7.398083429,310,310,310,310,110,2
0,1,1,NaN,0,1,1,NaN,0,71.75,69,7.396781007,550,550,550,550,150,2
0,1,1,NaN,0,1,1,NaN,0,71.75,69,7.400511438,171,171,171,171,121,2
0,1,1,NaN,0,1,1,NaN,0,71.75,69,7.397163958,448,448,448,448,148,2
0,1,1,NaN,0,1,1,NaN,0,71.75,69,7.398142354,304,304,304,304,54,2
0,1,1,NaN,0,1,1,NaN,0,71.75,69,7.403517603,110,110,110,110,85,2
0,1,1,NaN,0,1,1,NaN,0,71.75,69,7.404454697,99,99,99,99,79,2
0,1,1,NaN,0,1,1,NaN,0,71.75,69,7.403835821,106,106,106,106,96,2
0,1,1,NaN,0,1,1,NaN,0,71.75,69,7.405059464,93,93,93,93,63,2
0,1,1,NaN,0,1,1,NaN,0,71.75,69,7.407134073,77,77,77,77,47,2
0,1,1,NaN,0,1,1,NaN,0,71.75,69,7.408340742,70,70,70,70,40,2
0,1,1,NaN,0,1,1,NaN,0,71.75,69,7.402059824,133,133,133,133,93,2
0,1,1,NaN,0,1,1,NaN,0,71.75,69,7.40484937,95,95,95,95,45,2
0,1,1,NaN,0,1,1,NaN,0,71.75,69,7.402815015,120,120,120,120,80,2
0,1,1,NaN,0,1,1,NaN,0,73.99186953,78,6.776180082,3201,3626,3627,3847,457,2
0,1,1,NaN,0,1,1,NaN,0,71.27215552,67,6.920207781,368,525,488,368,68,2
0,1,1,NaN,0,1,1,NaN,0,72.31594203,67,7.930154569,1178,917,800,1244,78,2
0,1,1,NaN,0,1,1,NaN,0,71.49782724,67,7.21362091,2282,2530,2430,2193,350,2
0,1,1,NaN,0,1,1,NaN,0,72.17684211,71,7.854743054,599,330,421,550,57,2
0,1,1,NaN,0,1,1,NaN,0,72.19769452,71,7.877419834,548,303,378,506,54,2
0,1,1,NaN,0,1,1,NaN,0,71.05343082,67,6.759637405,371,554,504,349,85,2
0,1,1,NaN,0,1,1,NaN,0,71.26872499,67,6.921829763,369,525,487,368,68,2
